,id,level,rok,gdp_ppp_mean,gdp_ppp_lower,gdp_ppp_upper,gdp_usd_mean,gdp_usd_lower,gdp_usd_upper
3245,43,Country,2020,13777.1524355922,12529.827865109,14550.221727991,5053.37356908069,5024.32966754575,5078.56606359154
3246,43,Country,2021,13358.9386207447,12130.7803597845,14115.1548059213,4899.9267985481,4871.76482130261,4924.35431756852
3247,43,Country,2022,13418.4643535088,12108.6397269501,14336.5127704577,4921.75124153575,4797.84131967257,5055.46905878214
3248,43,Country,2023,13446.2802439306,12050.8998962012,14501.0149753242,4931.94675384582,4750.1491390875,5139.37008466866
3249,43,Country,2024,13446.7718516891,11982.2923442361,14599.2540655128,4932.1115697069,4695.73986913761,5211.07536507517
3250,43,Country,2025,13440.7619447671,11878.8942221974,14732.7190662338,4929.91861003154,4636.06665447769,5258.70983316527
3251,43,Country,2026,13440.4740607156,11801.090890594,14889.2642195449,4929.80339104603,4583.24024995168,5332.15513856258
3252,43,Country,2027,13453.5512628075,11729.8883770115,15013.9951241027,4934.60544065672,4524.07380180083,5387.14946615996
3253,43,Country,2028,13463.8277794263,11648.6605058324,15163.1088434982,4938.36581961117,4480.41687320183,5437.32807283512
3254,43,Country,2029,13476.9228068384,11566.3984837268,15334.6694114289,4943.15866238832,4435.85459544773,5529.04295284101
3255,43,Country,2030,13490.4518240168,11511.4792317457,15501.4072576454,4948.15730651274,4397.61158357038,5592.68841761288
3256,43,Country,2031,13530.1581344112,11453.8114806702,15723.8493467206,4962.7133409242,4351.40905800109,5662.56475927775
3257,43,Country,2032,13578.3094594554,11379.3665214192,15953.6239649185,4980.37298037688,4340.56539361962,5733.96065533417
3258,43,Country,2033,13649.3882451792,11341.6942000064,16181.3975643717,5006.45478521087,4307.82469802345,5804.69443137116
3259,43,Country,2034,13733.9967147398,11329.3999439688,16390.1654207203,5037.4762482592,4274.56028148435,5928.4564240209
3260,43,Country,2035,13827.7647783295,11379.1914775975,16655.9865132164,5071.86851299974,4244.68796843158,6022.88184273352
3261,43,Country,2036,13946.5423445902,11307.6576669057,16972.5559885923,5115.38839152503,4279.66087744901,6136.47797282166
3262,43,Country,2037,14078.2905763017,11322.5611089085,17289.7380399544,5163.75436736687,4260.54360586664,6245.4346857366
3263,43,Country,2038,14238.7895556974,11302.5495259185,17679.6746501047,5222.62573525285,4265.82319065025,6408.5932500958
3264,43,Country,2039,14426.7416538297,11408.4710443556,18143.1804253034,5291.54077684679,4308.92094122655,6561.25660209771
